bed_type,bathrooms,description,latitude,price,bedrooms,room_type,longitude
Real Bed,1,"Private 2 Bedroom/2 Queen Bed Aptmt-just off of private pool &HTub - complete w/ fireplace, flatscreen tv and full granite kitchen w/ dishwasher in a privathome with private enterance is located minutes from Georgetown and all that Wahington DC has to offer. Located in the Kent Neighborhood.",38.93555533993163,180,2,Entire home/flat,-77.11124726991508
Real Bed,327,"Room is in a beautiful new luxury townhouse located in the quiet, safe yet convenient (10-15 mins from downtown) Dakota Crossing area of DC. Full size bed, 32"" flat screen TV w/ cable and IPod docking station. Guest will have access to entire home. Parking Available!Sofa in living room has pull out bed if party has additional person.The community is extremely quite for if you want to escape the hustle and bustle of the city...but it's conveniently located so you can easily get to downtown DC or the suburbs of Maryland.",38.92193044340831,56,1,Private room,-76.95309361326221
Futon,1,"Private room in friendly family home in Takoma Park, DC - a quiet community convenient to Metro, bus, Takoma Park Recreation Center with pool and exercise room; shopping, wining and dining. Room has futon bed in bright room looking out to garden. Hard wood floors. Friendly hosts:). Semi-private bathroom. Nous parlons francais. Ablas Espanol.",38.97443415028831,49,1,Private room,-77.02236925724375
Real Bed,65,Seeking Travelng Professionals only. Condo is two blocks from the metro and less than 4 miles from Capitol Hill.,38.886501732158074,65,2,Private room,-76.93775770992839
Real Bed,2,"1 BR/BA in a Modern, Sunny, Spacious Columbia Heights CondoTop floor in a 4 unit walk-up condo. Unit has 2 bedrooms, 2 bathrooms (of which Master BR and bath is available for Airbnb)Very modern, with HW floors throughout and LOTS of natural light Full kitchen (gas stove, dishwasher, microwave, refrigerator, coffee maker)HUGE living/dining area that is fully furnished Washer and dryer in unit Central Air (gas heat)Tank-less hot water (so never runs out of hot water) 2 balconies Outdoor gas grill1 dog, Pete, lives there but he won't be there when I'm away.BEDROOM:1 Queen size bed with private master bath Access to private balcony with gas grillLots of natural lightAMENITIES:Verizon DSL Internet with wireless router and DirecTV with all premium channels. LOCATION: Located 3 blocks from Columbia Heights Metro Station (Green & Yellow Lines)1 block from S2,S4,S9 and 52,53,54 Metro buses as well as DC CirculatorEasy access to multiple Capital Bikeshare (Cabi) stationsEasy walking distance to Meridian Hill park, restaurants, nightlife and shopping in Columbia Heights, U Street, and Adams Morgan. 20-30 min walk to DuPont Circle and Logan Circle.On street parking available.",38.92587839286167,65,1,Private room,-77.03327352401637
Sofa,5,I'm living in a studio apartment in Washington DC and willing to share the large comfortable couch that's available in the shared space of the studio apartment.,38.92573129762251,16,1,Shared room,-77.03991384993641
Real Bed,1,We offer 3 bunk beds in a room with cable TV and wifi plus bathroom. Washer/dryer access and small kitchen. 2 blocks from Navy Yard Metro (Green Line) and 10 mins walk to US Capitol (Blue/Orange line).Please let us know how you will be arriving in Washington and we can advise on best ways to reach this destination. It is possible for us to meet you at Reagan National Airport or Union Station. For rides from IAD or BWI we charge $50.,38.878338623650684,31,1,Shared room,-77.00079065871815
Real Bed,,"Hi - I have a large bedroom for rent in a large (~1200 sq. ft.) two-bedroom apartment. We have the regular amenities - cable TV and internet access. There is also ample closet space should you need it. The apartment is in a controlled-access building in the Adams Morgan area at 16th and Kalorama. We live on the 4th floor, and there is elevator access. Buses headed downtown come to the corner so frequently you don't even need to check the schedule, and the metro is a 10-minute walk.If you're interested, give mea shout!-Justin",38.923722973150696,523,1,Private room,-77.03827581127548
Real Bed,,"Beautiful row house in Glover Park area of DC. The bedroom has a full bed and a desk. We will share the bathroom. The living room, dinning room and kitchen is very spacious and pretty. The row house is located on a quiet, safe, and beautiful street right off Wisconsin Ave. A bus stop for 31, 32, and 36 lines is a two minute walk. The Circulator is a five minute walk. CVS, Whole Foods, Starbucks, and Safeway are also just down the street. Also close to Sushiko, Sweetgreen, Town Hall, and a Washington Sports Club. Georgetown is a short bus ride away.",38.92060572131286,111,1,Private room,-77.0733699474046
Real Bed,,"Our house, located in historic Mount Pleasant is close to shops, restaurants, the Columbia Heights Metro stop and many other exciting DC offerings. It is a comfortable home with a full kitchen, private room, and bath ,and is occupied by travel loving people.",38.931919451913686,65,2,Private room,-77.04024036405772
Real Bed,16,"Perfect location, in the heart of DC, next to the national zoo. Not even a block from a red line metro, getting to the inauguration could not be easier. Come and stay in a perfect, private home. Available Saturday, Sunday, and Monday night. 60 inch TV with internet. Full kitchen. Double bed. Couch. Two floor mattresses/sleeping bags.",38.92644160944751,196,1,Entire home/flat,-77.05675274964915
Real Bed,,"A cute little studio with a full kitchen, bathroom and queen size bed and futon in SouthWest DC right next to the metro (Green Line, SEU Waterfront stop) and cable tv and internet. It's next to a Safeway, CVS and the Jefferson Memorial, MLK monument, Arena Stage and tidal basin with Cherry Trees. It's available for two nights: March 15 and 16 and I'm returning on the evening of the 17th. There is a 24 hour concierge at the front desk of my buidling and they will give you the key and electronic fob which you can return to the conierge when you leave.Thanks!",38.88088176569485,65,1,Private room,-77.01792440179088
Futon,1,"Our Capitol Hill apartment is just four blocks from the eastern front of the U.S. Capitol building, a 7-minute walk to two metro stops (Capitol South and Eastern Market), and close to a variety of bars and restaurants. We are opening up our futon, which is pictured above. It's a 1 bedroom apartment with 1 bathroom, so we'll certainly be cozy but you really can't beat our location and hotels are charging triple (if they're not already booked). We'll give you you're own pair of keys so you can come in and out as you please. We have lived in D.C. for over three years so we can provide lots of recommendations on where to eat, where to go out at night, the best brunches, etc.Please be advised we also have two cats. We keep our apartment super super clean so you probably won't even notice. We have a washer and dryer if you need it. If you have a car, we can provide a temporary permit to park on the street out front. If you want to go to the gym, we can give you a guest pass to Results gym down the street!Our apartment is in a townhouse built at the turn of the century and converted into three different units. We are on the middle floor, which provides excellent views of the surrounding neighborhood. We live next door to several senators and representatives, so if you're looking for the ultimate D.C. experience, this is it.",38.88813860330328,65,1,Shared room,-77.00157163910744
